left,top,CellID,nlcd1_mean,nlcd2_mean,nlcd3_mean,nlcd4_mean,nlcd5_mean,nhlc1_mean,nhlc2_mean,nhlc3_mean,nhlc4_mean,nhlc5_mean,nhlc6_mean,pWP_mean,bio1_mean,bio7_mean,bio12_mean,el_mean,rugg_mean,rdLen,pop_sum,hms_sum
,,,,,,,,,,,,,,,,,,,,,,
790000,4785000,1905,0.098,0.12492,0.25587,0.3287,0.19251,0.11676,0.12235,0.38453,0.17801,0.0323,0.16604,33.94668,89.74915,351.15898,1116.19048,131.48117,2.15968,42157.85028,3731,17
,,,,,,,,,,,,,,,,,,,,,,
790000,4790000,1904,0.06684,0.14077,0.09294,0.50504,0.19441,0.11702,0.12123,0.27115,0.21839,0.0414,0.23081,38.77285,89.73631,352.51939,966.97222,128.30457,1.85368,48771.66601,3709,12
,,,,,,,,,,,,,,,,,,,,,,
790000,4795000,1903,0.04145,0.11732,0.22217,0.52085,0.09821,0.11158,0.11675,0.39847,0.24207,0.03175,0.09938,30.48499,86.91548,352.95631,1012.41667,167.50413,2.08292,47628.44886,2297,3
,,,,,,,,,,,,,,,,,,,,,,
790000,4800000,1902,0.04005,0.11632,0.12736,0.51888,0.19739,0.08577,0.14188,0.28277,0.22276,0.06052,0.20629,33.77687,87.19947,354.27252,1031.52778,157.86655,1.55274,36903.1142,1874,9
,,,,,,,,,,,,,,,,,,,,,,
790000,4805000,1901,0.01742,0.15518,0.09451,0.57835,0.15453,0.05433,0.19774,0.20278,0.28482,0.0872,0.17313,30.90351,84.80091,355.01914,1053.47619,188.81107,1.38806,25215.63416,875,5
,,,,,,,,,,,,,,,,,,,,,,
790000,4810000,1900,0.01194,0.17595,0.16584,0.52056,0.12571,0.03804,0.1787,0.23995,0.3168,0.10166,0.12484,25.53831,80.22672,355.06087,1173.61111,257.6534,2.17007,26739.21161,532,15
,,,,,,,,,,,,,,,,,,,,,,
790000,4815000,1899,0.02546,0.13382,0.23988,0.52279,0.07806,0.07367,0.13336,0.38156,0.28973,0.04488,0.0768,23.03575,77.42632,355.49072,1168.80556,300.97735,2.54324,58729.41241,1259,263
,,,,,,,,,,,,,,,,,,,,,,
790000,4820000,1898,0.01674,0.06788,0.30754,0.549,0.05884,0.04398,0.08921,0.46743,0.25775,0.06681,0.07482,20.98361,76.66825,356.53087,1115.88889,311.13002,3.14869,45361.11055,1091,247
,,,,,,,,,,,,,,,,,,,,,,
790000,4825000,1897,0.01836,0.01313,0.32076,0.54145,0.10631,0.05098,0.01955,0.52305,0.2562,0.09104,0.05919,17.25863,72.58209,356.64945,1255.21429,375.63554,4.97164,17646.9683,1131,72
,,,,,,,,,,,,,,,,,,,,,,
790000,4830000,1896,0.06357,0.14353,0.10979,0.49242,0.19068,0.14338,0.06068,0.32328,0.30515,0.04718,0.12034,24.84019,74.66409,358.50077,1268.41667,332.29593,4.42903,70805.39686,2881,226
,,,,,,,,,,,,,,,,,,,,,,
790000,4835000,1895,0.05529,0.68195,0.02951,0.13755,0.0957,0.11545,0.62664,0.07383,0.12458,0.00501,0.05449,41.49299,82.62004,362.05682,1052.16667,171.07711,1.32446,65810.26317,2228,1140
,,,,,,,,,,,,,,,,,,,,,,
790000,4840000,1894,0.01291,0.78744,0.04876,0.08082,0.07006,0.02292,0.80309,0.05761,0.05911,0.00875,0.04852,45.99125,83.00999,363.29246,1022.86111,156.93295,0.47873,20693.37074,274,554
,,,,,,,,,,,,,,,,,,,,,,
790000,4845000,1893,0.01908,0.52142,0.06558,0.23766,0.15626,0.04041,0.519,0.08105,0.14802,0.05175,0.15977,40.61734,81.90147,364.20584,1070.5,163.56399,0.87944,54527.12263,1172,804
,,,,,,,,,,,,,,,,,,,,,,
790000,4850000,1892,0.02442,0.31141,0.16175,0.40444,0.09797,0.06853,0.24552,0.29819,0.17894,0.07555,0.13326,31.63308,80.82169,365.10862,1084.52778,173.73458,1.196,101159.9203,1673,912
,,,,,,,,,,,,,,,,,,,,,,
790000,4855000,1891,0.04367,0.09186,0.26476,0.49926,0.10043,0.08953,0.09818,0.36835,0.2438,0.09659,0.10355,23.45839,74.33869,364.28772,1295.19444,295.81533,3.26527,56834.08496,906,119
,,,,,,,,,,,,,,,,,,,,,,
790000,4860000,1890,0.02022,0.10025,0.07487,0.58636,0.21829,0.06382,0.13675,0.16082,0.34617,0.16635,0.12609,24.54279,75.77745,365.73022,1175.86111,227.17649,1.84292,40521.34994,409,95
,,,,,,,,,,,,,,,,,,,,,,
790000,4865000,1889,0.03137,0.10918,0.1706,0.51339,0.17545,0.09576,0.10728,0.21498,0.34368,0.10134,0.13697,23.59414,75.54496,366.75236,1037.04762,237.63617,1.83395,50220.89954,428,116
,,,,,,,,,,,,,,,,,,,,,,
790000,4870000,1888,0.02073,0.04697,0.29492,0.39657,0.24081,0.04434,0.05388,0.36388,0.22988,0.20824,0.09978,14.84474,67.47903,365.4247,1041.41667,368.86829,2.75885,29025.11302,552,663
,,,,,,,,,,,,,,,,,,,,,,
790000,4875000,1887,0.00444,0.00105,0.2269,0.33659,0.43103,0.01018,0.001,0.37625,0.27212,0.34046,0,1.98949,47.61647,360.39341,1203.33333,692.15064,7.15597,1000.66145,368,594
,,,,,,,,,,,,,,,,,,,,,,
790000,4880000,1886,0.0151,0.02453,0.13959,0.40747,0.41332,0.03007,0.03294,0.23895,0.20904,0.39941,0.0896,8.67134,62.86885,365.92666,1064.52778,428.73693,2.34611,32159.31701,436,639
,,,,,,,,,,,,,,,,,,,,,,
795000,4590000,2003,0.29196,0.44028,0.01249,0.25371,0.00156,,,,,,,17.75725,109.84048,264.67221,1146,0.59781,0.07034,6497.62912,628,84
,,,,,,,,,,,,,,,,,,,,,,
795000,4595000,2002,0.23925,0.48163,0.13778,0.13767,0.00367,,,,,,,16.32038,109.03022,267.5326,1132.92308,3.71067,0.35485,41270.38455,3263,298
,,,,,,,,,,,,,,,,,,,,,,
795000,4600000,2001,0.29983,0.3168,0.26602,0.11226,0.00509,,,,,,,14.35659,108.05229,270.44245,1147.44444,14.71902,0.99781,113236.1804,8578,492
,,,,,,,,,,,,,,,,,,,,,,
795000,4605000,2000,0.13154,0.20662,0.52938,0.12065,0.01181,,,,,,,11.25139,107.54362,274.02271,1161,19.41314,1.27142,81357.56177,3722,141
,,,,,,,,,,,,,,,,,,,,,,
795000,4610000,1999,0.29039,0.34717,0.26989,0.07057,0.02198,,,,,,,18.5533,108.64851,277.94923,1098.6875,3.00059,0.52739,56060.34637,6847,139
,,,,,,,,,,,,,,,,,,,,,,
795000,4615000,1998,0.38592,0.37581,0.12254,0.09015,0.02558,,,,,,,16.87931,108.39104,282.071,1110.44737,6.12646,0.91334,114632.5022,8924,34
,,,,,,,,,,,,,,,,,,,,,,
795000,4620000,1997,0.26351,0.39946,0.20149,0.05534,0.0802,,,,,,,25.95704,108.17469,286.27422,1096.03704,7.11135,0.9207,89071.8269,9176,75
,,,,,,,,,,,,,,,,,,,,,,
795000,4625000,1996,0.62445,0.30664,0.03377,0.02966,0.00547,,,,,,,30.83187,108.00258,290.11142,1120.68571,7.98071,0.84287,209816.8636,27465,196
,,,,,,,,,,,,,,,,,,,,,,
795000,4630000,1995,0.57633,0.35492,0.02431,0.04177,0.00267,,,,,,,30.42612,107.88895,293.57983,1123.04762,12.4824,1.13633,269922.8571,32006,75
,,,,,,,,,,,,,,,,,,,,,,
795000,4635000,1994,0.44665,0.53074,0.00374,0.01448,0.00439,,,,,,,36.92588,108.02371,297.53768,1092.38776,14.76419,1.18413,369386.957,79032,50
,,,,,,,,,,,,,,,,,,,,,,
795000,4640000,1993,0.45953,0.53495,0.00256,0.00296,0,,,,,,,38.75983,107.30493,301.21108,1115.2381,22.67715,1.52692,444859.333,100604,276
,,,,,,,,,,,,,,,,,,,,,,
795000,4645000,1992,0.43316,0.42966,0.1124,0.02247,0.00231,,,,,,,31.59317,106.39677,304.41768,1097.33333,38.76142,1.8999,303967.1782,67631,64
,,,,,,,,,,,,,,,,,,,,,,
795000,4650000,1991,0.37526,0.27058,0.29067,0.05818,0.0053,,,,,,,21.52734,105.89484,307.62649,1094.21429,47.06146,2.37697,151151.7056,21559,19
,,,,,,,,,,,,,,,,,,,,,,
795000,4655000,1990,0.24363,0.23505,0.40773,0.09206,0.02154,,,,,,,18.9806,104.33753,310.34873,1160.7381,68.21132,2.3107,121623.2797,11574,16
,,,,,,,,,,,,,,,,,,,,,,
795000,4660000,1989,0.08071,0.24699,0.47612,0.16911,0.02707,,,,,,,20.52885,103.0794,313.18467,1208.97959,86.54003,2.12236,66659.26693,4163,3
,,,,,,,,,,,,,,,,,,,,,,
795000,4665000,1988,0.27126,0.21214,0.30254,0.15756,0.05649,,,,,,,28.95862,102.20352,315.83726,1263.30952,98.25401,1.45248,112888.185,9276,15
,,,,,,,,,,,,,,,,,,,,,,
795000,4670000,1987,0.40535,0.26416,0.20128,0.09592,0.03329,,,,,,,31.33874,102.96355,318.45458,1218.7619,81.25347,1.48582,160511.6666,20782,20
,,,,,,,,,,,,,,,,,,,,,,
795000,4675000,1986,0.26672,0.23191,0.2348,0.21954,0.04704,,,,,,,30.5386,103.88673,320.99764,1119,58.99455,1.06856,118953.5796,13137,14
,,,,,,,,,,,,,,,,,,,,,,
795000,4680000,1985,0.15096,0.23317,0.27502,0.26885,0.072,,,,,,,31.78079,103.77682,323.18538,1085.36735,54.5522,1.09137,88441.09415,8917,4
,,,,,,,,,,,,,,,,,,,,,,
795000,4685000,1984,0.0892,0.19473,0.47024,0.17132,0.0745,,,,,,,23.30392,102.9025,325.06854,1131.85714,63.83532,1.52785,75234.92216,6723,7
,,,,,,,,,,,,,,,,,,,,,,
795000,4690000,1983,0.42526,0.41379,0.07716,0.07088,0.01291,,,,,,,35.97479,103.36412,327.00251,1114,50.59795,0.89026,206625.6456,38262,51
,,,,,,,,,,,,,,,,,,,,,,
795000,4695000,1982,0.42706,0.3582,0.08614,0.07839,0.05021,,,,,,,39.26161,102.86202,328.50828,1125.59524,50.04622,1.39093,195626.4392,23673,20
,,,,,,,,,,,,,,,,,,,,,,
795000,4700000,1981,0.11579,0.32725,0.19681,0.2766,0.08354,,,,,,,28.7741,102.6829,330.10409,1138.18367,45.95726,1.06555,77613.66114,6754,2
,,,,,,,,,,,,,,,,,,,,,,
795000,4705000,1980,0.13062,0.31614,0.19584,0.22102,0.13639,,,,,,,36.71082,102.22115,331.54963,1138.78571,47.45935,1.38924,85859.16903,6778,25
,,,,,,,,,,,,,,,,,,,,,,
795000,4710000,1979,0.25356,0.29576,0.15452,0.19092,0.10524,,,,,,,37.91929,101.93061,332.79517,1128.54762,44.74992,1.20937,126598.4164,13269,43
,,,,,,,,,,,,,,,,,,,,,,
795000,4715000,1978,0.07088,0.17181,0.40239,0.20103,0.15389,,,,,,,35.01219,100.44547,333.64668,1175.61905,63.07435,1.22568,76528.82665,7321,21
,,,,,,,,,,,,,,,,,,,,,,
795000,4720000,1977,0.12943,0.23793,0.2476,0.22268,0.16236,,,,,,,40.12026,99.92298,334.88905,1154.26531,64.08583,1.22894,102193.8443,9121,14
,,,,,,,,,,,,,,,,,,,,,,
795000,4725000,1976,0.45289,0.30975,0.14974,0.06969,0.01793,,,,,,,34.68235,99.56485,336.06813,1145.85714,61.7646,1.33019,188207.586,19233,19
,,,,,,,,,,,,,,,,,,,,,,
795000,4730000,1975,0.42604,0.33191,0.14164,0.04729,0.05313,0,0,0,0,0,0,40.63208,100.3737,337.42947,1095.30952,39.44931,1.29055,176216.6047,26767,47
,,,,,,,,,,,,,,,,,,,,,,
795000,4735000,1974,0.34767,0.27729,0.2515,0.07384,0.04971,0.06818,0.03387,0.04064,0.09508,0.00218,0.0113,37.58044,99.09739,338.261,1127.42857,56.28635,1.42039,146627.6074,17518,32
,,,,,,,,,,,,,,,,,,,,,,
795000,4740000,1973,0.10403,0.22516,0.49975,0.06417,0.10688,0.19959,0.14795,0.35462,0.23215,0.00613,0.05956,31.60389,97.24519,339.02123,1161.2449,83.34725,2.14179,62427.87219,5254,7
,,,,,,,,,,,,,,,,,,,,,,
795000,4745000,1972,0.18022,0.18451,0.43835,0.05685,0.14007,0.28242,0.11133,0.30097,0.21986,0.00453,0.08088,36.78203,96.38407,340.0446,1166.64286,83.85431,2.33394,87802.72928,8031,8
,,,,,,,,,,,,,,,,,,,,,,
795000,4750000,1971,0.2252,0.18714,0.28587,0.12391,0.17787,0.3759,0.10288,0.13351,0.27921,0.00488,0.10362,46.63011,95.88413,341.15122,1154.21429,83.85193,2.10568,103520.8778,12058,5
,,,,,,,,,,,,,,,,,,,,,,
795000,4755000,1970,0.3658,0.2893,0.1931,0.08169,0.07011,0.45629,0.20266,0.11925,0.16703,0.00105,0.05372,40.09602,94.74592,342.14805,1127.52381,101.24039,1.81602,122241.4313,14843,20
,,,,,,,,,,,,,,,,,,,,,,
795000,4760000,1969,0.2577,0.18768,0.40076,0.07745,0.0764,0.34987,0.08803,0.26924,0.25315,0.00022,0.03948,32.58923,93.36608,343.0964,1180.06122,112.34569,2.01843,91628.60433,9583,8
,,,,,,,,,,,,,,,,,,,,,,
795000,4765000,1968,0.09184,0.25629,0.40416,0.10681,0.1409,0.1674,0.20239,0.23186,0.29947,0.00128,0.09759,37.11298,93.5589,344.56397,1151.38095,97.74874,2.17009,63405.39378,6647,11
,,,,,,,,,,,,,,,,,,,,,,
795000,4770000,1967,0.0641,0.36826,0.25889,0.09235,0.2164,0.14683,0.28941,0.15363,0.25957,0.01254,0.13802,41.87188,93.39416,345.84891,1069.35714,91.54121,1.69811,78322.75027,2591,7
,,,,,,,,,,,,,,,,,,,,,,
795000,4775000,1966,0.05793,0.15803,0.48853,0.13062,0.16489,0.14153,0.08695,0.34958,0.34259,0.01602,0.06333,32.9772,90.32885,346.31053,1106.35714,143.58424,2.05515,55624.15318,2080,7
,,,,,,,,,,,,,,,,,,,,,,
795000,4780000,1965,0.02994,0.12284,0.50036,0.16432,0.18254,0.07807,0.09396,0.31125,0.45127,0.0157,0.04976,31.19994,87.83929,346.99903,1133.97619,176.59923,2.43358,28917.89148,2911,3
,,,,,,,,,,,,,,,,,,,,,,
795000,4785000,1964,0.05981,0.07027,0.0698,0.37028,0.42984,0.06633,0.05382,0.14096,0.36653,0.03214,0.34023,47.36742,87.9621,348.53294,1134.46939,159.98299,2.1983,30134.6666,1947,6
,,,,,,,,,,,,,,,,,,,,,,
795000,4790000,1963,0.03106,0.10411,0.28209,0.47673,0.10602,0.06907,0.07389,0.39838,0.39743,0.00814,0.05308,27.02561,83.64496,348.82163,1252.95238,227.02107,3.29861,28689.76572,1315,4
,,,,,,,,,,,,,,,,,,,,,,
795000,4795000,1962,0.08019,0.1514,0.10382,0.50653,0.15807,0.16342,0.10471,0.2144,0.38193,0.01701,0.11852,35.02772,86.503,350.99104,1119.40476,164.63188,2.50975,49374.3497,2375,12
,,,,,,,,,,,,,,,,,,,,,,
795000,4800000,1961,0.01122,0.10634,0.11839,0.55332,0.21074,0.08439,0.11296,0.21941,0.4034,0.04523,0.1346,34.55613,84.49699,351.79419,1166.61905,196.16149,2.29178,36329.49399,1903,19
,,,,,,,,,,,,,,,,,,,,,,
795000,4805000,1960,0.06717,0.23349,0.05407,0.44415,0.20112,0.17849,0.22749,0.12707,0.26531,0.04759,0.15404,35.23816,85.25233,353.52359,1005.57143,179.59332,1.79261,69535.15911,3676,15
,,,,,,,,,,,,,,,,,,,,,,
795000,4810000,1959,0.0202,0.17131,0.17412,0.54188,0.09249,0.08959,0.15094,0.30987,0.37304,0.01968,0.05688,26.54107,81.23095,353.84353,1007.88095,244.97072,2.38451,39957.21768,756,45
,,,,,,,,,,,,,,,,,,,,,,
795000,4815000,1958,0.02229,0.11244,0.20258,0.50361,0.15908,0.10626,0.09627,0.28354,0.40739,0.0172,0.08934,26.99935,81.41791,355.28207,927.02381,228.92549,2.3272,51625.05321,1067,117
,,,,,,,,,,,,,,,,,,,,,,
795000,4820000,1957,0.01879,0.13931,0.13531,0.56028,0.14631,0.05359,0.17814,0.21657,0.45718,0.00804,0.08647,30.46732,80.72217,356.421,956.7381,228.50776,1.95767,57697.58569,1007,378
,,,,,,,,,,,,,,,,,,,,,,
795000,4825000,1956,0.03016,0.09098,0.29159,0.44513,0.14215,0.02488,0.11271,0.48825,0.24522,0.09527,0.03367,21.06397,72.54645,355.49407,1110.38776,375.65934,4.55501,25549.01503,741,208
,,,,,,,,,,,,,,,,,,,,,,
795000,4830000,1955,0.04913,0.19941,0.18343,0.47695,0.09108,0.0789,0.17473,0.42098,0.28268,0.00846,0.03425,24.16397,77.76372,358.42786,1042.83333,264.78114,3.43807,43341.83615,1538,651
,,,,,,,,,,,,,,,,,,,,,,
795000,4835000,1954,0.00837,0.90329,0.02085,0.03582,0.03167,0.0219,0.90012,0.03961,0.0234,0.00038,0.01459,42.91136,83.40482,361.28906,1026.85714,156.48707,0.4238,19334.41993,773,520
,,,,,,,,,,,,,,,,,,,,,,
795000,4840000,1953,0.01663,0.62687,0.06042,0.17546,0.12063,0.01152,0.6577,0.07239,0.17153,0.00756,0.07929,45.4216,82.44921,362.26393,1119.14286,159.82504,0.75748,28074.61172,305,596
,,,,,,,,,,,,,,,,,,,,,,
795000,4845000,1952,0.03333,0.52464,0.08329,0.24511,0.11363,0.07441,0.50629,0.12667,0.11274,0.03871,0.14118,40.37339,81.53644,363.3542,1130.89796,167.30241,1.13161,71066.29563,973,852
,,,,,,,,,,,,,,,,,,,,,,
795000,4850000,1951,0.03549,0.05679,0.52087,0.30476,0.08209,0.03042,0.05662,0.57461,0.16595,0.04213,0.13026,20.48223,70.83974,361.50013,1354.11905,343.29658,4.35334,34974.31926,377,81
,,,,,,,,,,,,,,,,,,,,,,
795000,4855000,1950,0.01652,0.00119,0.46469,0.41624,0.10136,0.02726,0.00485,0.75547,0.13288,0.07954,0,2.52508,55.95913,358.21411,1419.38095,623.63619,6.83613,307.83881,323,71
,,,,,,,,,,,,,,,,,,,,,,
795000,4860000,1949,0.02669,0.0404,0.13754,0.50678,0.28858,0.05855,0.04395,0.35837,0.24862,0.19305,0.09746,14.02861,66.75255,362.54987,1393.95238,368.96644,5.02606,26289.3422,480,50
,,,,,,,,,,,,,,,,,,,,,,
795000,4865000,1948,0.03672,0.0702,0.16395,0.50133,0.2278,0.0978,0.05844,0.22024,0.3363,0.0889,0.19831,25.34089,76.43484,366.57608,1101.14286,215.7197,2.48361,43984.59391,751,73
,,,,,,,,,,,,,,,,,,,,,,
795000,4870000,1947,0.01832,0.02662,0.29973,0.40866,0.24666,0.05107,0.01855,0.35494,0.27773,0.1474,0.15031,18.78429,71.29036,366.15097,1090.71429,295.76358,2.6818,33998.9859,505,124
,,,,,,,,,,,,,,,,,,,,,,
795000,4875000,1946,0.00715,0.00606,0.33241,0.30146,0.35292,0.01451,0.01878,0.46694,0.17896,0.31837,0.00244,3.52605,54.49155,362.10245,1298.40476,604.43456,7.74431,857.13026,185,62
,,,,,,,,,,,,,,,,,,,,,,
795000,4880000,1945,0.02038,0.03672,0.26113,0.44881,0.23296,0.0317,0.01398,0.49402,0.19736,0.23812,0.02483,5.67141,59.87988,364.66532,1337.69048,490.47091,4.7948,10486.92362,252,95
,,,,,,,,,,,,,,,,,,,,,,
615000,4555000,1,0.05597,0.26035,0.57299,0.05873,0.05196,,,,,,,11.13058,114.37166,320.97974,1167.42857,89.26803,2.98871,102128.35,9249,55
,,,,,,,,,,,,,,,,,,,,,,
800000,4600000,2060,0.15085,0.51694,0.22515,0.05083,0.05622,,,,,,,17.67525,108.6569,268.24375,1186.95,5.3325,0.69082,46083.88633,1619,183
,,,,,,,,,,,,,,,,,,,,,,
800000,4605000,2059,0.29846,0.44706,0.1974,0.04652,0.01057,,,,,,,16.75413,108.39,271.87645,1203.2,6.21142,0.57655,74645.57893,4010,184
,,,,,,,,,,,,,,,,,,,,,,
800000,4610000,2058,0.13867,0.30848,0.44872,0.08072,0.02342,,,,,,,18.18247,107.99652,274.6161,1241.69231,3.83921,0.32144,28318.25167,1461,66
,,,,,,,,,,,,,,,,,,,,,,
800000,4615000,2057,0.07026,0.21105,0.51557,0.15425,0.04887,,,,,,,21.50859,106.89831,276.9725,1292.69382,0.07969,0.04182,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
800000,4620000,2056,0.065,0.5814,0.25798,0.06153,0.03409,,,,,,,23.07053,108.39935,283.17592,1188.18182,1.37068,0.26038,9821.99424,308,6
,,,,,,,,,,,,,,,,,,,,,,
800000,4625000,2055,0.54391,0.37215,0.06191,0.01815,0.00388,,,,,,,30.69144,107.94881,287.85302,1174.83333,4.20927,0.50024,104777.8823,12025,90
,,,,,,,,,,,,,,,,,,,,,,
800000,4630000,2054,0.29491,0.67248,0.01713,0.01106,0.00441,,,,,,,34.53559,108.54185,291.06038,1149.84615,3.01102,0.51192,122295.5447,18586,108
,,,,,,,,,,,,,,,,,,,,,,
800000,4635000,2053,0.36689,0.48885,0.07229,0.06911,0.00285,,,,,,,30.23522,107.78309,294.59168,1193.25,10.95319,1.10592,175557.5696,26031,38
,,,,,,,,,,,,,,,,,,,,,,
800000,4640000,2052,0.4524,0.43935,0.0474,0.04694,0.01391,,,,,,,32.42131,107.3461,298.28765,1174.44444,14.56799,1.15111,231759.7362,33112,62
,,,,,,,,,,,,,,,,,,,,,,
800000,4645000,2051,0.43218,0.4548,0.04715,0.06106,0.0048,,,,,,,33.40299,106.76713,301.42327,1163.13889,22.70852,1.12119,294961.9443,53775,65
,,,,,,,,,,,,,,,,,,,,,,
800000,4650000,2050,0.37753,0.29237,0.217,0.09936,0.01373,,,,,,,22.96479,105.9922,304.50929,1154.80556,35.31303,1.40331,162763.2078,14502,9
,,,,,,,,,,,,,,,,,,,,,,
800000,4655000,2049,0.31683,0.28301,0.30292,0.08978,0.00746,,,,,,,20.95195,104.27751,307.11825,1183.88889,65.19604,1.07965,142539.2635,18366,26
,,,,,,,,,,,,,,,,,,,,,,
800000,4660000,2048,0.21734,0.2472,0.41949,0.09271,0.02327,,,,,,,21.18674,102.85227,309.84252,1197.21429,88.10273,1.45734,97050.15876,10089,19
,,,,,,,,,,,,,,,,,,,,,,
800000,4665000,2047,0.20209,0.27638,0.34272,0.10918,0.06963,,,,,,,30.42336,102.86852,312.70647,1169.16667,81.15972,1.95747,95240.75076,8705,34
,,,,,,,,,,,,,,,,,,,,,,
800000,4670000,2046,0.2193,0.25006,0.25114,0.18767,0.09183,,,,,,,36.16931,103.42202,315.26623,1159.80556,64.45015,1.80822,103740.8461,12152,14
,,,,,,,,,,,,,,,,,,,,,,
800000,4675000,2045,0.14626,0.23622,0.22303,0.25139,0.1431,,,,,,,39.36229,103.60549,317.4642,1186.80556,52.18743,1.42651,93195.33461,8892,6
,,,,,,,,,,,,,,,,,,,,,,
800000,4680000,2044,0.17914,0.26365,0.15884,0.34125,0.05712,,,,,,,28.6541,103.91978,319.79706,1147.71429,43.9872,1.09468,94380.83817,9252,9
,,,,,,,,,,,,,,,,,,,,,,
800000,4685000,2043,0.04661,0.22451,0.38983,0.20781,0.13123,,,,,,,30.63903,102.61746,321.47051,1201.66667,57.98424,1.65221,59847.19139,5130,8
,,,,,,,,,,,,,,,,,,,,,,
800000,4690000,2042,0.3311,0.3032,0.22206,0.08885,0.05479,,,,,,,33.91599,102.75284,323.2833,1173.61111,52.63946,1.48375,173243.5843,22998,27
,,,,,,,,,,,,,,,,,,,,,,
800000,4695000,2041,0.31034,0.31403,0.20395,0.10513,0.06655,,,,,,,37.60841,101.94041,324.69815,1217.91667,62.65881,1.51275,182827.653,19312,51
,,,,,,,,,,,,,,,,,,,,,,
800000,4700000,2040,0.10882,0.25089,0.24924,0.17982,0.21123,,,,,,,42.0601,101.41151,326.21177,1246.28571,57.62335,1.4725,102980.3039,9739,31
,,,,,,,,,,,,,,,,,,,,,,
800000,4705000,2039,0.07716,0.24526,0.35401,0.16985,0.15372,,,,,,,35.48356,100.98168,327.62685,1257.47222,60.23914,1.68191,83740.33371,6384,24
,,,,,,,,,,,,,,,,,,,,,,
800000,4710000,2038,0.21542,0.30485,0.27877,0.15728,0.04368,,,,,,,27.82742,101.18175,328.98754,1203.19444,48.92751,1.11331,103323.0863,7970,25
,,,,,,,,,,,,,,,,,,,,,,
800000,4715000,2037,0.09251,0.21256,0.21234,0.34175,0.14084,,,,,,,34.96916,101.0588,330.20965,1130.77778,44.71549,0.92443,70127.80732,5789,11
,,,,,,,,,,,,,,,,,,,,,,
800000,4720000,2036,0.24468,0.22919,0.1819,0.15942,0.1848,,,,,,,44.24501,100.14127,331.3431,1154.59524,53.48096,1.76349,131089.9149,10908,6
,,,,,,,,,,,,,,,,,,,,,,
800000,4725000,2035,0.47438,0.2814,0.08372,0.12672,0.03378,,,,,,,38.85704,100.57249,332.76959,1115.75,39.12696,1.32584,195430.0513,16112,17
,,,,,,,,,,,,,,,,,,,,,,
800000,4730000,2034,0.57175,0.39759,0.02446,0.00599,0.00022,0,0,0,0,0,0,44.96737,100.29497,333.90325,1119.16667,37.81257,1.72724,376689.7052,94110,68
,,,,,,,,,,,,,,,,,,,,,,
800000,4735000,2033,0.36186,0.29969,0.21245,0.08749,0.03851,0.05704,0.03664,0.0194,0.06699,0,0.00891,33.21084,98.98505,334.7608,1143.88889,48.99804,1.6638,128799.1007,17460,26
,,,,,,,,,,,,,,,,,,,,,,
800000,4740000,2032,0.22184,0.22611,0.25788,0.15314,0.14102,0.3142,0.12535,0.11643,0.328,0.00151,0.10317,41.94141,98.2072,335.84584,1111.11905,54.17156,1.13095,95499.60024,7245,71
,,,,,,,,,,,,,,,,,,,,,,
800000,4745000,2031,0.10685,0.19925,0.43139,0.13798,0.12453,0.17851,0.12025,0.31995,0.27969,0.00318,0.09842,35.91097,97.17242,336.91595,1061.36111,66.4091,2.04438,70671.42203,5511,248
,,,,,,,,,,,,,,,,,,,,,,
800000,4750000,2030,0.19115,0.22077,0.44071,0.05988,0.08749,0.23544,0.13013,0.33219,0.25542,0.00113,0.04568,34.92381,95.10417,337.64078,1136.77778,92.61552,2.63564,101532.7091,6750,162
,,,,,,,,,,,,,,,,,,,,,,
800000,4755000,2029,0.23429,0.19537,0.42392,0.08041,0.06601,0.37779,0.11948,0.25196,0.21922,0,0.03155,33.00212,93.50423,338.59903,1178.52778,111.16861,2.17107,103111.208,16008,11
,,,,,,,,,,,,,,,,,,,,,,
800000,4760000,2028,0.26304,0.2553,0.3406,0.06035,0.08071,0.37112,0.19488,0.16821,0.22098,0.00112,0.04369,33.90785,92.85045,339.90004,1135.88095,118.61767,1.90136,94066.64859,14329,60
,,,,,,,,,,,,,,,,,,,,,,
800000,4765000,2027,0.05855,0.14386,0.45796,0.19427,0.14536,0.11412,0.10292,0.26298,0.47524,0.00517,0.03958,28.99494,91.02606,340.92554,1195.44444,138.04205,2.13645,36903.80614,2678,6
,,,,,,,,,,,,,,,,,,,,,,
800000,4770000,2026,0.06436,0.14235,0.47836,0.13808,0.17684,0.15713,0.09187,0.2369,0.40723,0.01473,0.09213,33.52325,91.3338,342.47667,1163.91667,122.76411,2.49907,55879.72578,2404,2
,,,,,,,,,,,,,,,,,,,,,,
800000,4775000,2025,0.08896,0.13335,0.48593,0.15648,0.13529,0.19967,0.07556,0.24268,0.43031,0.02135,0.03043,31.95826,90.42652,343.62457,1079.88889,138.02152,2.18786,55316.47414,2559,5
,,,,,,,,,,,,,,,,,,,,,,
800000,4780000,2024,0.0422,0.133,0.33605,0.32646,0.16229,0.12942,0.0821,0.21972,0.50484,0.02399,0.03993,31.80186,90.34385,345.07431,971.22222,131.06453,2.18893,27626.74621,2125,3
,,,,,,,,,,,,,,,,,,,,,,
